Lijst,NaamWet,taxongroep,scientificName,scientificNameAuthorship,vernacularName,KenmerkCode,Kenmerk,KenmerkwaardeCode,Kenmerkwaarde,kingdom
Provinciaal belangrijke soorten - Limburg,Alytes obstetricans,Amfibieën,Alytes obstetricans,"Laurenti, 1768",Vroedmeesterpad,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Bufo calamita,Amfibieën,Epidalea calamita,NULL,Rugstreeppad,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Hyla arborea,Amfibieën,Hyla arborea,NULL,Boomkikker,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Pelobates fuscus,Amfibieën,Pelobates fuscus,NULL,Knoflookpad,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Rana arvalis,Amfibieën,Rana arvalis,NULL,Heikikker,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Triturus cristatus,Amfibieën,Triturus cristatus,"(Laurenti, 1768)",Kamsalamander,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Acrocephalus arundinaceus,Vogels,Acrocephalus arundinaceus,NULL,Grote karekiet,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Alauda arvensis,Vogels,Alauda arvensis,NULL,Veldleeuwerik,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Alcedo atthis,Vogels,Alcedo atthis,NULL,Ijsvogel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Anas strepera,Vogels,Mareca strepera,NULL,Krakeend,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Botaurus stellaris,Vogels,Botaurus stellaris,NULL,Roerdomp,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Caprimulgus europaeus,Vogels,Caprimulgus europaeus,NULL,Nachtzwaluw,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Circus pygargus,Vogels,Circus pygargus,NULL,Grauwe kiekendief,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Coturnix coturnix,Vogels,Coturnix coturnix,NULL,Kwartel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Dryocopus martius,Vogels,Dryocopus martius,NULL,Zwarte specht,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Emberiza calandra,Vogels,Emberiza calandra,NULL,Grauwe gors,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Emberiza citrinella,Vogels,Emberiza citrinella,NULL,Geelgors,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Gallinago gallinago,Vogels,Gallinago gallinago,NULL,Watersnip,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Ixobrychus minutus,Vogels,Ixobrychus minutus,NULL,Woudaap,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Lanius collurio,Vogels,Lanius collurio,NULL,Grauwe klauwier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Locustella naevia,Vogels,Locustella naevia,NULL,Sprinkhaanzanger,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Lullula arborea,Vogels,Lullula arborea,NULL,Boomleeuwerik,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Milvus migrans,Vogels,Milvus migrans,NULL,Zwarte wouw,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Oriolus oriolus,Vogels,Oriolus oriolus,NULL,Wielewaal,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Pernis apivorus,Vogels,Pernis apivorus,NULL,Wespendief,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Phoenicurus phoenicurus,Vogels,Phoenicurus phoenicurus,NULL,Gekraagde roodstaart,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Saxicola torquatus,Vogels,Saxicola rubicola,NULL,Roodborsttapuit,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Scolopax rusticola,Vogels,Scolopax rusticola,NULL,Houtsnip,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Tyto alba,Vogels,Tyto alba,NULL,Kerkuil,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Apatura iris,Dagvlinders,Apatura iris,NULL,Grote weerschijnvlinder,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Callophrys rubi,Dagvlinders,Callophrys rubi,NULL,Groentje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Carterocephalus palaemon,Dagvlinders,Carterocephalus palaemon,NULL,Bont dikkopje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Cupido minimus,Dagvlinders,Cupido minimus,NULL,Dwergblauwtje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Cyaniris semiargus,Dagvlinders,Cyaniris semiargus,NULL,Klaverblauwtje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Erynnis tages,Dagvlinders,Erynnis tages,NULL,Bruin dikkopje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Hesperia comma,Dagvlinders,Hesperia comma,NULL,Kommavlinder,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Heteropterus morpheus,Dagvlinders,Heteropterus morpheus,NULL,Spiegeldikkopje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Hipparchia semele,Dagvlinders,Hipparchia semele,"(Linnaeus, 1758)",Heivlinder,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Leptidea sinapis,Dagvlinders,Leptidea sinapis,NULL,Boswitje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Limenitis camilla,Dagvlinders,Limenitis camilla,NULL,Kleine ijsvogelvlinder,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Melanargia galathea,Dagvlinders,Melanargia galathea,NULL,Dambordje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Melitaea cinxia,Dagvlinders,Melitaea cinxia,NULL,Veldparelmoervlinder,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Nymphalis polychloros,Dagvlinders,Nymphalis polychloros,NULL,Grote vos,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Phengaris alcon,Dagvlinders,Phengaris alcon,NULL,Gentiaanblauwtje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Plebejus argus,Dagvlinders,Plebejus argus,NULL,Heideblauwtje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Satyrium ilicis,Dagvlinders,Satyrium ilicis,NULL,Bruine eikenpage,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Aeshna isoceles,Libellen,Aeshna isoceles,NULL,Vroege glazenmaker,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Brachytron pratense,Libellen,Brachytron pratense,NULL,Glassnijder,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Calopteryx virgo,Libellen,Calopteryx virgo,NULL,Bosbeekjuffer,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Ceriagrion tenellum,Libellen,Ceriagrion tenellum,NULL,Koraaljuffer,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Coenagrion hastulatum,Libellen,Coenagrion hastulatum,NULL,Speerwaterjuffer,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Coenagrion lunulatum,Libellen,Coenagrion lunulatum,NULL,Maanwaterjuffer,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Coenagrion pulchellum,Libellen,Coenagrion pulchellum,NULL,Variabele waterjuffer,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Cordulegaster boltonii,Libellen,Cordulegaster boltonii,NULL,Gewone bronlibel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Cordulia aenea,Libellen,Cordulia aenea,NULL,Smaragdlibel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Gomphus flavipes,Libellen,Stylurus flavipes,NULL,Rivierrombout,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Gomphus vulgatissimus,Libellen,Gomphus vulgatissimus,NULL,Beekrombout,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Lestes dryas,Libellen,Lestes dryas,NULL,Tangpantserjuffer,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Lestes virens,Libellen,Lestes virens,NULL,Tengere pantserjuffer,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Leucorrhinia dubia,Libellen,Leucorrhinia dubia,NULL,Venwitsnuitlibel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Leucorrhinia pectoralis,Libellen,Leucorrhinia pectoralis,NULL,Gevlekte witsnuitlibel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Leucorrhinia rubicunda,Libellen,Leucorrhinia rubicunda,NULL,Noordse witsnuitlibel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Libellula fulva,Libellen,Libellula fulva,NULL,Bruine korenbout,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Orthetrum coerulescens,Libellen,Orthetrum coerulescens,NULL,Beekoeverlibel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Somatochlora arctica,Libellen,Somatochlora arctica,NULL,Hoogveenglanslibel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Somatochlora flavomaculata,Libellen,Somatochlora flavomaculata,NULL,Gevlekte glanslibel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Somatochlora metallica,Libellen,Somatochlora metallica,NULL,Metaalglanslibel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Sympetrum depressiusculum,Libellen,Sympetrum depressiusculum,NULL,Kempense heidelibel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Anergates atratulus,Mieren,Anergates atratulus,NULL,Woekermier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Formica lusatica,Mieren,Formica lusatica,NULL,Duinrenmier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Formica rufa x polyctena,Mieren,Formica rufa x polyctena,NULL,Hybride van formica rufa-complex,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Formica transkaucasica,Mieren,Formica transkaucasica,NULL,Veenmier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Formicoxenus nitidulus,Mieren,Formicoxenus nitidulus,NULL,Glanzende gastmier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Lasius jensi,Mieren,Lasius jensi,NULL,Puntschubmier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Lasius myops,Mieren,Lasius myops,NULL,Kleinoogweidemier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Leptothorax muscorum,Mieren,Leptothorax muscorum,NULL,Mosslankmier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Myrmica lonae,Mieren,Myrmica lonae,NULL,Lepelsteekmier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Myrmica sulcinodis,Mieren,Myrmica sulcinodis,NULL,Heidesteekmier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Polyergus rufescens,Mieren,Polyergus rufescens,NULL,Amazonemier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Ponera coarctata,Mieren,Ponera coarctata,NULL,Gewone staafmier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Solenopsis fugax,Mieren,Solenopsis fugax,NULL,Diefmier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Strongylognathus testaceus,Mieren,Strongylognathus testaceus,NULL,Sabelmier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Tapinoma ambiguum,Mieren,Tapinoma ambiguum,NULL,Heidedraaigatje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Tapinoma erraticum,Mieren,Tapinoma erraticum,NULL,Mergeldraaigatje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Coronella austriaca,Reptielen,Coronella austriaca,NULL,Gladde slang,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Chorthippus mollis,Sprinkhanen,Chorthippus mollis,NULL,Snortikker,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Ephippiger diurnus,Sprinkhanen,Ephippiger diurnus,NULL,Zadelsprinkhaan,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Gomphocerripus rufus,Sprinkhanen,Gomphocerippus rufus,NULL,Rosse sprinkhaan,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Gryllus campestris,Sprinkhanen,Gryllus campestris,NULL,Veldkrekel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Nemobius sylvestris,Sprinkhanen,Nemobius sylvestris,NULL,Boskrekel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Oedipoda caerulescens,Sprinkhanen,Oedipoda caerulescens,NULL,Blauwvleugelsprinkhaan,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Omocestus rufipes,Sprinkhanen,Omocestus rufipes,NULL,Zwart wekkertje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Omocestus viridulus,Sprinkhanen,Omocestus viridulus,NULL,Wekkertje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Pseudochorthippus montanus,Sprinkhanen,Pseudochorthippus montanus,NULL,Zompsprinkhaan,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Stenobothrus lineatus,Sprinkhanen,Stenobothrus lineatus,NULL,Zoemertje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Stenobothrus stigmaticus,Sprinkhanen,Stenobothrus stigmaticus,NULL,Schavertje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Stethophyma grossum,Sprinkhanen,Stethophyma grossum,NULL,Moerassprinkhaan,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Tetrix tenuicornis,Sprinkhanen,Tetrix tenuicornis,NULL,Kalkdoorntje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Limburg,Acinos arvensis (Lam.) Dandy,Vaatplanten,Acinos arvensis,(Lam.) Dandy,Kleine steentijm,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Actaea spicata L.,Vaatplanten,Actaea spicata,L.,Christoffelkruid,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Allium oleraceum L.,Vaatplanten,Allium oleraceum,L.,Moeslook,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Anagallis tenella (L.) L.,Vaatplanten,Anagallis tenella,(L.) L.,Teer guichelheil,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Anthemis arvensis L.,Vaatplanten,Anthemis arvensis,L.,Valse kamille,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Anthyllis vulneraria L.,Vaatplanten,Anthyllis vulneraria,L.,Wondklaver,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Apium inundatum (L.) Reichenb. f.,Vaatplanten,Apium inundatum,(L.) Reichenb. f.,Ondergedoken moerasscherm,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Apium repens (Jacq.) Lag.,Vaatplanten,Apium repens,(Jacq.) Lag.,Kruipend moerasscherm,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Arabis glabra (L.) Bernh.,Vaatplanten,Arabis glabra,(L.) Bernh.,Torenkruid,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Arnoseris minima (L.) Schweigg. et Körte,Vaatplanten,Arnoseris minima,(L.) Schweigg. et Körte,Korensla,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Baldellia ranunculoides (L.) Parl.,Vaatplanten,Baldellia ranunculoides,(L.) Parl.,Moerasweegbree,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Botrychium lunaria (L.) Swartz,Vaatplanten,Botrychium lunaria,(L.) Swartz,Gelobde maanvaren,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Briza media L.,Vaatplanten,Briza media,L.,Bevertjes,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Carex hostiana DC.,Vaatplanten,Carex hostiana,DC.,Blonde zegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Carex limosa L.,Vaatplanten,Carex limosa,L.,Slijkzegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Carex muricata L.,Vaatplanten,Carex muricata,L.,Dichte bermzegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Carex panicea L.,Vaatplanten,Carex panicea,L.,Blauwe zegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Carex vulpina L.,Vaatplanten,Carex vulpina,L.,Voszegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Carum verticillatum (L.) Koch,Vaatplanten,Carum verticillatum,(L.) Koch,Kranskarwij,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Cephalanthera damasonium (Mill.) Druce,Vaatplanten,Cephalanthera damasonium,(Mill.) Druce,Bleek bosvogeltje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Cicendia filiformis (L.) Delarbre,Vaatplanten,Cicendia filiformis,(L.) Delarbre,Draadgentiaan,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Cicuta virosa L.,Vaatplanten,Cicuta virosa,L.,Waterscheerling,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Coeloglossum viride (L.) Hartm.,Vaatplanten,Coeloglossum viride,(L.) Hartm.,Groene nachtorchis,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Crepis foetida L.,Vaatplanten,Crepis foetida,L.,Stinkend streepzaad,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Cuscuta epithymum (L.) L.,Vaatplanten,Cuscuta epithymum,(L.) L.,Klein warkruid,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Dactylorhiza maculata (L.) Soó,Vaatplanten,Dactylorhiza maculata,(L.) Soó,Gevlekte orchis,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Limburg,Daphne mezereum L.,Vaatplanten,Daphne mezereum,L.,Rood peperboompje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
